AGID,SOFTVEND,SOFTREG,SPID,TMID,TMREF,OK,Name,Contact,TID,Title,Address,Suburb,State,pCode,Phone,Mobile,faX,EMAIl,ABNEntity,ABN,GST,TType,SM2TM,TMComment,LastUPD,Memos
868,MAXSOFT,magiXstrata,101173,12,THE LOT PROPERTY SERVICES P/L,R,THE LOT PROPERTY SERVICES P/L,,N,General Repairs/Maintenance,1 Egret Street STIRLING WA 6021,GWELUP,WA,,9204 5334,0400 206 212,9204 5359,office@tlps.com.au,The Lot Property Services Pty Ltd,63156033199,R,,"No BRB Licence. Work Limit $20,000",,17/09/2024,Restricted
868,MAXSOFT,magiXstrata,159211,16,ENVIRO & ECO SAFE PEST CONTROL,N,ENVIRO & ECO SAFE PEST CONTROL,,N,Pest Control,Rayner Drive LANDSDALE WA 6065,,,,6244 4292,,,info@enviropestcontrol.com.au,,44715406441,R,,92891568054,,7/02/2024,No
868,MAXSOFT,magiXstrata,0,18,TELSTRA BUSINESS,X,Telstra Corporation Limited,,N,Telephone & Data,GPO Box 9901 MELBOURNE VIC 3001,,,,,,,tbcc@online.telstra.com.au,,33051775556,R,,,,3/09/2024,Exempt
868,MAXSOFT,magiXstrata,159788,19,CANNING GARDEN SERVICES,N,CANNING GARDEN SERVICES,Craig Swaine,N,Garden Maintenance,10 Newsam Close PARKWOOD WA 6147,PARKWOOD,WA,6147,,,,canninggardenservices@iinet.net.au,The trustee for The Swaine Family Trust,26601405205,R,Trust,01/12/21 Expired PL :,,17/03/2023,No
868,MAXSOFT,magiXstrata,,20,ABLEWOMAN SOLUTIONS,,ABLEWOMAN SOLUTIONS,,,Garden Maintenance,6 Shawfield Street KELMSCOTT WA 6112,,,,,0403 534 438,,terryurquhart@hotmail.com,,40648730355,R,,New Account,,17/09/2024,
868,MAXSOFT,magiXstrata,61734,21,CREW CUT LAWNMOWING,N,CREW CUT LAWNMOWING,Graeme Hodges,N,Lawnmower,12 Flores Place WAIKIKI WA 6169,WAIKIKI,WA,6169,,0417 930 082,,crewcutlawnmowinggh@gmail.com,"HODGES, GRAEME E t/a CREW CUT LAWNMOWING",64412383435,R,Individual,04/09/23 Expired PL :,,18/09/2024,No
868,MAXSOFT,magiXstrata,203702,22,ROD KING BRICKLAYING,V,ROD KING BRICKLAYING,Rodney James King,N,Fencing,26 Landsborough Way PADBURY WA 6025,PADBURY,WA,6025,0408 129 186,,,briksrus@bigpond.commmmmmmmmmmm,"KING, RODNEY J t/a ROD KING BRICKLAYING",98565223859,R,Individual,"02/11/2020- PL requested : 13/11/19 Expired PL : 13/11/19 email req sent for PL : 31/10/17 No BC Licence held Work limit $20,000",,8/12/2022,Validating
868,MAXSOFT,magiXstrata,51136,23,JULIAN JONES FENCING & GATES,N,JULIAN JONES FENCING & GATES,Kim Brooks,N,Fencing,17 Barussela Ave GREENMOUNT W 6056,GREENMOUNT,WA,6149,,,,julianjoneslad@hotmail.com,"BROOKS, KIM MICHELLE t/a Gardens Apart",77633971365,R,Individual,12/10/12 Expired PL :,,,No
868,MAXSOFT,magiXstrata,0,24,ROOFING ROGER,Q,ROOFING ROGER,,N,Roofing,40 Silversmith Street WELLARD WA 6170,,,,,,,,,89119892402,N,,30/1/24 No email address,,28/11/2017,Query
868,MAXSOFT,magiXstrata,86259,25,TOTAL EDEN,Y,TOTAL EDEN,Sanjin Mecevic,N,Reticulation,PO Box 147 ALTONA NORTH VIC 3025,NIDDRIE,VIC,3042,9434 7575,,9434 7501,ar@totaleden.com.au,TOTAL EDEN PTY LIMITED,47010118895,R,Company,,,16/02/2022,Yes
868,MAXSOFT,magiXstrata,103724,26,DURABUILT FENCING,N,DURABUILT FENCING,Sean Lynch,N,Fencing,PO Box 86 WANNEROO WA 6946,WANNEROO,WA,6946,,0413 764 770,08 9201 2222,info@durabuiltfencing.com.au,Innis Construction Pty Ltd T/A Innis Fencing,96145148125,R,Company,30/8/12 Insurances do not match ABN name called and requested Business registration,,14/05/2024,No
868,MAXSOFT,magiXstrata,40391,27,MARSHALL BEATTIE AUTOMATION,R,MARSHALL BEATTIE AUTOMATION,Michelle Adie,N,Automation,PO Box 97 BELMONT WA 6984,BELMONT,WA,6104,9355 5600,,9355 5992,info@marshallbeattie.com.au,Marshall Beattie Pty Ltd,40079158400,R,Company,NO BRB Licence Held. Work Limited $20000,,1/08/2024,Restricted
868,MAXSOFT,magiXstrata,0,28,CLOUDBURST RETICULATION,D,CLOUDBURST RETICULATION,Andrew Barry,N,Reticulation,PO Box 4041 ALEXANDER HIGHTS WA 6064,ALEXANDER HEIGHTS,WA,6064,,0407 771 601,,andrew@cloudburstretic.com.au,"BARRY, ANDREW JOHN t/a Cloudburst Reticulation & Maintenance",44510397131,R,Individual,01/05/12 NEW-RECORD :,,6/11/2023,Deleted SM Data
868,MAXSOFT,magiXstrata,68282,29,MILLER'S TREE SERVICE,N,MILLER'S TREE SERVICE,Bruce Miller,N,Tree Lopping,PO Box 406 BYFORD WA 6122,SAFTEY BAY,WA,6169,,0427 447 046,,millerstreeservice@hotmail.com,"MILLER, BRUCE WILLIAM t/a MILLERS TREE SERVICE",27060121316,N,Individual,,,18/09/2024,No
868,MAXSOFT,magiXstrata,51124,33,DICKIES TREE SERVICES,Y,DICKIES TREE SERVICES,Gary Thompson,N,Tree Lopping,PO Box 540 BALCATTA WA 6914,BALCATTA,WA,6914,9249  4077,0422 842 906,,accounts@dickiestrees.com.au,THE TRUSTEE FOR G C DICKIE FAMILY TRUST t/a DICKIES TREE SERVICE,48352458726,R,Trust,ABN=TRUST,,21/07/2024,Yes
868,MAXSOFT,magiXstrata,91671,35,PROFESSIONAL GARAGE DOOR SERVI,Y,Professional Garage Door,,N,Garage Door Repairs,PO Box 1215 EAST VICTORIA PARK  WA 6981,EAST VICTORIA PARK,WA,6101,,0417 970 011,,accounts@garagedoorservicing.com.au,PAGANA FAMILY TRUST,86882787314,R,Trust,,,12/11/2017,Yes
868,MAXSOFT,magiXstrata,54555,36,O'BRIAN GLASS INDUSTRIES LTD,Z,O'BRIAN GLASS INDUSTRIES LTD,Scott Manson,N,Glazier,PO Box 54 PADSTOW NSW 2211,MALAGA,WA,6090,9795 3320,,,allocations@obrienglass.com.au,O'BRIEN GLASS INDUSTRIES LIMITED,74000022275,R,Company,NO BRB Licence Held. Work Limited $20000 :,,10/08/2021,Not Monitored
868,MAXSOFT,magiXstrata,141583,37,REWARD PEST CONTROL,Y,REWARD PEST CONTROL,David & Adele Du Plessis,N,Pest Control,3 Bentall Way THE VINES WA 6069,JOONADALUP DC,WA,6919,9246 4796,0418 947 686,,admin@rewardpest.com.au,The Trustee for Du Plessis Family Trust,89129442069,R,Trust,ABN=TRUST,,18/09/2024,Yes
868,MAXSOFT,magiXstrata,86652,40,WBP GROUP (WA),Z,WBP GROUP (WA),Stuart Brown,N,Insurance - Valuation,PO Box 154 NORTHBRIDGE WA 6865,NORTHBRIDGE,WA,6865,9328 6242,0417 902 241,9328 6492,wa@wbpproperty.com,Suburban Valuations Pty Ltd t/a WBP PROPERTY GROUP (WA),92113289688,R,Company,22/09/23 Expired PL :,,9/04/2021,Not Monitored
868,MAXSOFT,magiXstrata,151736,41,IFIX MAINTENANCE & RENOS,N,IFIX MAINTENANCE & RENOS,,N,General Repairs/Maintenance,297 Camberwarra Drive CRAIGIE WA 6025,,,,,0404 648 492,,dytzu_ady@yahoo.com,,17302498299,R,,01/03/19 No Public Liability Held. No WA:BA license held.,,29/08/2024,No
868,MAXSOFT,magiXstrata,56122,44,GRIME FIGHTERS,N,GRIME FIGHTERS,Darrell Kirby,N,Cleaning,PO Box 594 BENTLEY WA 6982,BENTLEY,WA,6102,9365 3666,,9365 3665,sales@grimefighters.com.au,GRIME FIGHTERS AUSTRALIA PTY LTD t/a GRIME FIGHTERS,55096123901,R,Company,01/12/17 Expired PL :,,18/06/2024,No
868,MAXSOFT,magiXstrata,0,45,TELSTRA CORPORATION LIMITED,X,TELSTRA CORPORATION LIMITED,,N,Telephone & Data,GPO Box 9901 MELBOURNE VIC 3001,,,,,,,tbcc@online.telstra.com.au,,33051775556,R,,05/07/12 Not monitored by Trades Monitor :,,,Exempt
868,MAXSOFT,magiXstrata,181771,46,SAFETYTECH FIRE SERVICES,V,SAFETYTECH FIRE SERVICES,,N,Fire And Inspection,"Unit 7, 83 Hector Street OSBORNE PARK WA 6017",,,,9444 9877,,,admin@safetytech.net.au,,85600131539,R,,New Account,,1/11/2016,Validating
868,MAXSOFT,magiXstrata,0,47,SOUTH PERTH PLUMBING & GAS,N,SOUTH PERTH PLUMBING & GAS,Steven Ots,N,PLUMBING & DRAINAGE,2 Vasse Way GOSNELLS WA 6110,GOSNELLS,WA,6110,,0478 006 338,,southperth_plumbing@hotmail.com,"OTS, STEVEN  t/a JIM'S LAWNMOWING",45568159440,R,Individual,11/11/15 Expired PL L Emailed. 2/6/2015 PL reminder emailed 01/05/15 Expired PL :,,11/03/2019,No
868,MAXSOFT,magiXstrata,0,48,COCKBURN ELECTRICAL COMPANY,N,COCKBURN ELECTRICAL COMPANY,,N,Electrical,PO Box 1005 BIBRA LAKE WA 6965,BIBRA LAKE,WA,6163,9418 1427,,9418 5343,sales@cockburngroup.com.au,,69503312065,R,,No Response :,,7/07/2023,No
868,MAXSOFT,magiXstrata,171930,49,VIP LAWN MOWING COMO,N,VIP LAWN MOWING COMO,Colin Fareso,N,Lawnmower,12 Songlark Place HUNTINGDALE WA 6110,HUNTINGDALE,WA,6110,,0402 023 987,,cfareso@optusnet.com.au,CJ & SL FARESO t/a VIP HOME SERVICES,49409451427,N,Partnership,,,13/09/2024,No
868,MAXSOFT,magiXstrata,0,50,LEADER CABELING SYSTEMS PTY LT,Z,Leader Cabling Systems Pty Ltd,James Cramer,N,Intercom,PO Box 7188 Cloisters Square WA 6850,WEST PERTH,WA,6005,9321 2515,,9321 2782,service@leadercabling.com.au,LEADER CABLING SYSTEMS PTY LTD,75078400807,N,Company,05/07/12 NEW-RECORD :,,17/07/2012,Not Monitored
868,MAXSOFT,magiXstrata,59657,51,NEV & ASSOCIATES HANDYMAN,N,Nev & Associates,Nev Crooks,N,Handyman,PO Box 47A THORNLIE WA 6988,THORNLIE,WA,6988,,0412 467 576,,rolorob@safe-mail.net,NEVILLE R & YVETTE L CROOKS t/a NEV & ASSOCIATES HANDYMAN SERVICE,85109578059,R,Partnership,,,30/08/2023,No
868,MAXSOFT,magiXstrata,169814,52,EPM EXTENSIVE PROPERTY MAINTEN,N,EPM EXTENSIVE PROPERTY MAINTEN,,N,General Repairs/Maintenance,,CARLISLE,WA,6101,,0437 156 19,,tg@epmaintenance.com.au,,89652982119,R,,11/7/23: Rego request sent,,8/03/2022,No
868,MAXSOFT,magiXstrata,93392,53,NATH'S HANDYMAN AND GARDENING,N,Nath's Handyman and,Nathan Cunningham,N,Garden Maintenance,5 Itea Court HIGH WYCOMBE WA 6057,HIGH WYCOMBE,WA,6057,0405 018 460,0405 018 460,,nathshandygarden@gmail.com,"CUNNINGHAM, NATHAN t/a NATH'S HANDYMAN AND GARDENING SERVICE ; ;",11827067589,R,Individual,02/08/23 Expired PL :,,9/09/2024,No
868,MAXSOFT,magiXstrata,190936,55,MY GUTTER GUARDS,Y,MY GUTTER GUARDS,,N,"Gutters, Roof Plumbing",U 901 4 Wahroonga Pl SURFERS PARADISE QLD 4217,,,,,0482 099 331,,damien@mygutterguards.com.au,,44629086933,R,,,,15/02/2024,Yes
868,MAXSOFT,magiXstrata,54452,56,SCHINDLER LIFTS AUSTRALIA P/L,Y,SCHINDLER LIFTS AUSTRALIA P/L,Steve Kimber,N,Lift,2 Hubert Street BELMONT WA 6104,BELMONT,WA,6104,9282 1888,,9282 1899,accounts.receivable@au.schindler.com,SCHINDLER LIFTS AUSTRALIA PTY. LTD,19005838773,R,Company,,,17/09/2024,Yes
868,MAXSOFT,magiXstrata,181498,58,JDC PLUMBING AND GAS PTY LTD,V,JDC PLUMBING AND GAS PTY LTD,,N,PLUMBING & DRAINAGE,28 Otway Street SWANBOURNE WA 6010,,,,0420 309 399,,,jdcplumbingandgas@hotmail.com,,46658934206,R,,New Account,,,Validating
868,MAXSOFT,magiXstrata,0,59,SAFETY SIGNS SERVICE,Y,SAFETY SIGNS SERVICE,Sue Robinson,N,Signwriter,133 Logistics Boulevard KENWICK WA 6107,GREYSTANES,NSW,2145,1300 723 549,,1300 139 875,sales_perth@safetysignsservice.com.au,BRADY AUSTRALIA PTY LTD t/a  BRADY AUSTRALIA PTY LTD; SAFETY SIGNS SERVICE PTY LTD; SETON AUSTRALIA PTY LTD,28000788447,R,Company,,,26/04/2024,Yes
868,MAXSOFT,magiXstrata,54642,60,MELALEUCA LAWN AND GARDEN,N,Melaleuca,Garry Magry,N,Garden Maintenance,62 Morton Loop CANNING VALE WA 6155,CANNING VALE,WA,6155,9455 6641,0403 026 862,9455 6641,garymagry@optusnet.com.au,"MAGRY, GARRY STEPHEN t/a MELALEUCA LAWNS AND GARDEN SERVICE",26867995230,R,Individual,,,1/11/2019,No
868,MAXSOFT,magiXstrata,0,61,WATER CORPORATION,X,WATER CORPORATION,,N,Water Usage Accounts,PO Box 1600 OSBORNE PARK DC WA 6916,,,,13 13 85,,,remittance@watercorporation.com.au,,28003434917,R,,02/05/12 Not monitored by Trades Monitor :,,18/09/2024,Exempt
868,MAXSOFT,magiXstrata,0,62,SYNERGY,X,SYNERGY,,N,Electrical,GPO Box U1913 PERTH WA 6845,,,,13 13 53,,,remittance@synergy.net.au,,58673830106,R,,02/05/12 Not monitored by Trades Monitor :,,19/09/2024,Exempt
868,MAXSOFT,magiXstrata,56121,63,GOREY ELECTRICAL SERVICE,N,GOREY ELECTRICAL SERVICE,Andrew Lewis,N,Electrical,PO Box 132 MADDINGTON WA 6989,MADDINGTON,WA,6109,9459 6222,,9496 6480,admin@goreyelectrical.com.au,GES UNIT TRUST,30508597183,R,Trust,ABN=TRUST :,,11/09/2024,No
868,MAXSOFT,magiXstrata,,64,ALINTA ENERGY GAS,,ALINTA ENERGY GAS,,,Utility,Locked Bag 55 PERTH WA BC 6849,,,,13 13 58,,1800 651 161,eftuser@alintaenergy.com.au,,92089531984,R,,New Account,,,
868,MAXSOFT,magiXstrata,0,66,MIRAGE LAWNS,N,MIRAGE LAWNS,Brenton Skippings,N,Lawnmower,PO Box 854 Innaloo WA 6918,INNALOO,WA,6018,9341 8426,0401 153 375,,mirage_lawns@yahoo.com.au,A SKIPPINGS & B.V SKIPPINGS t/a MIRAGE LAWNS,65569479743,R,Partnership,02/12/15 Expired PL :,,27/08/2024,No
868,MAXSOFT,magiXstrata,0,68,MARK'S GARDEN & TREE SERVICES,N,MARK'S GARDEN & TREE SERVICES,Mark Lacey,N,Tree Lopping,7 Newborough Place HUNTINGDALE WA 6110,THORNLIE,WA,6108,,0419 270 583,,mark_lacey73@yahoo.com,"LACEY, MARK ROLAND",19634763986,R,Individual,No Response : 04/08/10 PL Update L sent 31/05/10 Expired PL :,,31/08/2023,No
868,MAXSOFT,magiXstrata,0,69,DURASEAL WATERPROOFING,Z,DURASEAL WATERPROOFING,Rob Gibson,N,Waterproofing,10 Ernest Clark Road CANNING VALE WA 6155,CANNING VALE,WA,6155,,0428 220 543,,rob@durasealwaterproofing.com.au,Gibsons Home Maintenance Pty Ltd,,R,Company,01/05/12 NEW-RECORD :,,23/02/2019,Not Monitored
868,MAXSOFT,magiXstrata,0,72,MARK LUND LAWNMOWING SERVICE,N,MARK LUND LAWNMOWING SERVICE,Mark Lund,N,Lawnmower,231 Ewen Street WOODLANDS WA 6018,WOODLANDS,WA,6018,,0438 462 405,,marklund29@hotmail.com,"LUND, MARK RAYMOND t/a SHORTCUT LAWNMOWING AND GARDENING SERVICES ; ;",19147073306,R,Individual,No Response : 8/11/11 PL Wrong Docs sent,,19/02/2021,No
868,MAXSOFT,magiXstrata,74801,73,ROOFCAT ROOFING,V,Roofcat Roofing,,N,Roofing,,,,,,0458 482 334,,roofcat@iinet.net.au,"PATTERSON, CONRAD",,R,,2/4/24 Rego re-sent 27/10/15 PL rem emailed 26/08/15 Expired PL : 10/08/2014 NO BRB Lic held - Work limit $20000,,23/03/2015,Validating
868,MAXSOFT,magiXstrata,8535,74,ENERGY-TEC,Y,ENERGY-TEC,Anna Ma,N,Submeter Readings,PO Box 1057 GWELUP  WA  6018,GWELUP,WA,6018,9309 0000,,9309 0099,service@energy-tec.com.au,ENERGY TEC HOLDINGS PTY LTD,83607618404,R,Company,Meter reading and billing specialists,,23/08/2024,Yes
868,MAXSOFT,magiXstrata,59917,77,OTIS ELEVATOR COMPANY,N,OTIS ELEVATOR COMPANY,Tisha Thomas,N,Lift,PO Box 3238 SUCCESS WA 6964,WEST PERTH,WA,6005,9412 5207,0419 445 300,94125266,OFSC.ANZ.AR@otis.com,OTIS ELEVATOR COMPANY PTY LTD,56002873065,R,Company,20-12-202 PL & WC requested :,,3/02/2022,No
868,MAXSOFT,magiXstrata,39829,78,INITIAL HYGIENE,N,INITIAL HYGIENE,Sophia Nguyen,N,Hygiene Products,PO Box 5741 PERTH WA 6831,ST GEORGES TCE,WA,6831,9390 5277,,9390 5085,remittances@rentokilinitial.com.au,CANNON HYGIENE AUSTRALIA PTY LTD t/a CANNON HYGIENE,78103144289,R,Company,01/10/21 Expired PL :,,10/12/2021,No
868,MAXSOFT,magiXstrata,40371,79,HECS FIRE,Y,HECS FIRE,Vanda Martelli,N,Fire Products And Se,PO Box 415 HAMILTON HILL WA 6963,KARDINYA,WA,6163,9331 3966,,9314 1926,reception@hecsfire.com.au,JAYPOINT NOMINEES PTY LTD t/a HECS FIRE ;,13071835937,R,Company,,,26/08/2024,Yes
868,MAXSOFT,magiXstrata,0,81,GERALDTON LEGAL PROCESS SERVER,X,GERALDTON LEGAL PROCESS SERVER,,N,Legal,PO Box 3311 GERALDTON WA 6530,MALAGA,WA,6090,,,,gtnlps@westnet.com.au,THE TRUSTEE FOR FIRESTAR FAMILY TRUST t/a ALTERNATE PROTECTION ; AP FIRE SYSTEMS ;,58689732771,R,,08/02/23 Not monitored by Trades Monitor :,,,Exempt
868,MAXSOFT,magiXstrata,0,82,PERTH HANDYMAN PLUS,N,PERTH HANDYMAN PLUS,MRS J. TISSINGTON,N,,5 Wheatley Place KEWDALE WA 6015,BELMONT,WA,6104,,,,info@perthhandymanplus.com.au,,92848048719,R,,,,17/05/2022,No
868,MAXSOFT,magiXstrata,57580,83,CONBURG PLUMBING & PROPERTY MA,Y,CONBURG PLUMBING & PROPERTY MA,Julie Underwood,N,PLUMBING & DRAINAGE,PO Box 34 HILLARYS WA 6923,PADBURY,WA,6025,9403 4145,,,conburg@bigpond.com,The Trustee for PLUMBERS UNIT TRUST t/a CONBURG PLUMBING & PROPERTY MAINTENANCE,20352787838,R,Trust,ABN=TRUST : Individual Contractor performing the work must hold Plumbers Licence,,14/04/2023,Yes
868,MAXSOFT,magiXstrata,50308,84,EFIRE & SAFETY,Y,EFIRE & SAFETY,Bronte Turpin,N,Fire Products And Se,PO Box 1351 MORLEY WA 6943,BAYSWATER,WA,6053,9271 8435,,9371 1044,sales@efireandsafety.com.au,E GROUP HOLDINGS PTY LTD,21085701926,R,Company,Servicing ONLY Not Licenced for Plumbing,,19/09/2024,Yes
868,MAXSOFT,magiXstrata,57719,86,GUTTER GOBBLER,Y,GUTTER GOBBLER,Scott Mountford,N,Gutter Cleaning,41 Injidup Loop Clarkson WA 6030,CLARKSON,WA,6030,1800 641 411,0410 420 797,9407 7616,info@guttergobbler.com.au,GUTTER GOBBLER HOLDINGS PTY LTD t/a GUTTER GOBBLER,29064637976,R,Company,,,3/05/2024,Yes
868,MAXSOFT,magiXstrata,75569,87,GOSNELLS GLASS AND GLAZING,N,GOSNELLS GLASS AND GLAZING,Frank Vidich,N,Glazier,2/35 Mordaunt Circuit CANNING VALE WA 6155,CANNING VALE,WA,6155,9455 5835,,94555476,gosnellsglass@bigpond.com,The trustee for Triple 'G' Trust t/a Gosnells Glass & Glazing,53507309958,R,Trust,"03/04/20 Expired PL :  No BRB Licence Held; Work Limit $20,000",,24/01/2024,No
868,MAXSOFT,magiXstrata,1118,88,TK ELEVATOR,Y,TK ELEVATOR,Martin Doyle,N,Lift,PO Box 16 SURREY HILLS NSW 2010,PERTH,WA,6000,9228 8771,,9228 8774,accounts.au@tkelevator.com,THYSSENKRUPP ELEVATOR AUSTRALIA PTY  t/a THYSSEN ELEVATORS AUSTRALIA PTY LTD,12073056149,R,Company,,,9/01/2024,Yes
868,MAXSOFT,magiXstrata,69641,89,WHITE ROSE CLEANING SERVICE,N,WHITE ROSE CLEANING SERVICE,Michael Wharton,N,Cleaning,16 Crossland Place HILLARYS WA 6025,HILLARYS,WA,6025,9307 8013,0418 952 149,9307 8013,oscarw1@bigpond.com.au,WHARTON MN & LE t/a  MN AND LE WHARTON,55574429522,R,Partnership,"05/09/19-REG REQ sent12/1/16 Recieved tax invoice from magixstrata,",,5/12/2018,No
868,MAXSOFT,magiXstrata,56166,90,MR POTHOLE,Y,MR POTHOLE,Richard Slob,N,Bitumen Repairs/Resurfacing,44 Coolgardie Street BENTLEY WA 6102,MADDINGTON,WA,6109,9359 1665,0418 927 887,,sales@mrpothole.com.au,PINESHORE HOLDINGS PTY LTD  t/a C.& H. Sweeping & Plant Hire,14009206213,R,Company,,,14/05/2024,Yes
868,MAXSOFT,magiXstrata,156216,95,STRATA ADVICE SERVICES,Y,STRATA ADVICE SERVICES,Rick Martelli,N,Builder,120 Mackenzie Street WEMBLEY WA 6014,WEMBLEY,WA,6014,,0432 918 368,,info@strataadviceservices.com.au,RICORIA PTY LTD,18619723152,R,Company,,,28/07/2022,Yes
868,MAXSOFT,magiXstrata,82920,97,ROYALTY PLUMBING AND GAS,Z,ROYALTY PLUMBING AND GAS,Daniel Nancarrow,N,PLUMBING & DRAINAGE,2/26G Cohn Street CARLISLE WA 6101,CANNINGTON,WA,6987,9470 2376,,9472 3164,service@royaltyplumbing.com.au,"The trustee for The Nancarrow Family Trust T/A Royalty Plumbing and Gas; ROYALTY PLUMBING, GAS & ELECTRICAL",63399594352,R,Trust,24/07/12 NEW-RECORD :,,10/07/2012,Not Monitored
868,MAXSOFT,magiXstrata,0,98,SOLOMON ELECTRICS,Z,SOLOMON ELECTRICS,Glenda Mahfouda,N,Electrical,PO Box 67 WEST PERTH WA 6872,WEST PERTH,WA,6872,9209 1993,,9209 1994,glenda@solomonselectrics.com.au,MAHFOUDA HOLDINGS PTY LTD t/a SOLOMONS ELECTRICS,74121513835,R,Company,24/07/12 NEW-RECORD :,,9/05/2023,Not Monitored
868,MAXSOFT,magiXstrata,0,101,EQUITAS LAWYERS,D,EQUITAS LAWYERS,,N,Lawyer,PO Box 8366 PERTH WA 6849,,,,9228 2881,,9228 2771,kerry@equitaslawyers.com.au,,70134411831,R,,DELETED No Name/Address,,,Deleted SM Data
868,MAXSOFT,magiXstrata,56110,102,BROWNS PLUMBING,Y,BROWNS PLUMBING,Leon Brown,N,PLUMBING & DRAINAGE,2/2 Pitt Way BOORAGOON WA 6154,BOORAGOON,WA,6154,9330 5786,,9330 5947,admin@browns-plumbing.com.au,BROWN'S PLUMBING PTY LTD,47109066908,R,Company,,,19/09/2024,Yes
868,MAXSOFT,magiXstrata,66868,104,PROWEST FENCING,N,PROWEST FENCING,,N,Fencing,6/15 Liddelow Street KENWICK WA 6107,KENWICK,WA,6107,08 6107 8671,0408 232 000,,sales@prowestfencing.com.au,PROWEST FENCING PTY LTD,63615541734,R,Company,12/12/18 follow up email sent 23/11/18 emailed req req,,1/06/2023,No
