AGID,SOFTVEND,SOFTREG,SPID,TMID,TMREF,OK,Name,Contact,TID,Title,Address,Suburb,State,Pcode,Phone,Mobile,Fax,Email,ABNEntity,ABN,GST,TType,SM2TM,TMComment,LastUPD,Memos
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,245.0,21,SCHINDLERS LIFTS AUSTRALIA P/L,Y,SCHINDLERS LIFTS AUSTRALIA P/L,Leni,N,LIFTS,PO Box 7153 ALEXANDRIA NSW 2015,BOTANY,NSW,2019,9931 9900,,,accounts.receivable@au.schindler.com,SCHINDLER LIFTS AUSTRALIA PTY. LTD.,19005838773,R,Company,4/10/16 SWMS Held - filed externally,,5/09/2024,Yes
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,22,SYDNEY WATER,X,SYDNEY WATER,,N,UTILITY,PO Box 339 Silverwater 2128,,,,132092,,,,,49776225038,R,,03/05/12 Not monitored by Trades Monitor :,,9/09/2024,Exempt
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,360.0,23,ECONOMICAL CLEANING & LAWN SER,Z,ECONOMICAL CLEANING & LAWN SER,Chuerallah Khairallah,N,Cleaner,PO Box 3109 EASTLAKES  NSW  2018,EASTLAKES,NSW,2018,9150 9559,,9150 9559,,KHAIRALLAH CHUCRALLAH & THERESE t/a ECONOMICAL CLEANING AND LAWN SERVICE,92734974145,N,Partnership,01/05/12 NEW-RECORD :,,18/08/2010,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,24,WAVERLEY COUNCIL,X,WAVERLEY COUNCIL,,N,COUNCIL,PO Box 9 BONDI JUNCTION NSW 1355,,,,90838000,,93871820,info@waverley.nsw.gov.au,,12502583608,N,,03/05/12 Not monitored by Trades Monitor :,,5/09/2024,Exempt
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,370.0,25,EXPRESS GLASS,N,EXPRESS GLASS,Reece Van Vilet,N,Glass,PO Box 218 ROSEBERY  NSW  1445,ROSEBERY,NSW,1445,1300666234,,1300666235,accounts@expressglass.com.au,EXPRESS GLASS 24 HOUR SERVICE PTY LIMITED,13074588328,R,Company,see conid 160007,,5/09/2024,No
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,345.0,26,CLEAR VISION TV AERIAL SERVICE,Y,CLEAR VISION TV AERIAL SERVICE,Phil Cox,N,Tv Antenna Repair,PO Box 286 COOGEE  NSW  2034,COOGEE,NSW,2034,93996515,419478289,9398 7876,clear-vision@bigpond.com,CLEARVISION PTY. LTD. t/a CLEAR VISION PTY LTD,47003903339,R,Company,,,9/09/2024,Yes
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,7403.0,27,PAUL ARENA INSTALLATIONS & MAI,Y,Paul Arena Installations &,Paul Arena,N,Electrical,PO Box 95 COOGEE  NSW  2034,COOGEE,NSW,2034,418205402,,,paularena@optusnet.com.au,PAUL ARENA INSTALLATION AND MAINTENANCE PTY LTD,39003742934,R,Company,,,20/09/2019,Yes
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,419.0,28,MILLERS STRATA MAINTENANCE,Y,Millers Strata Maintenance,Wayne Miller,N,Clean/Garden,PO Box 754 COOGEE  NSW  2034,COOGEE,NSW,2034,9664 3355,418665616,,accounts@millersstrata.com.au,MILLERS STRATA MAINTENANCE PTY LTD t/a MILLERS STRATA MAINTENANCE PTY LTD,72119971630,R,Company,,,29/08/2024,Yes
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,29,YVONNE TROY,X,YVONNE TROY,,N,,PO Box 3146 Bellevue Hill NSW 2023,,,,,,,,,,N,,03/05/12 Owner Not Monitored  :,,,Exempt
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,30,CELSO JUNIOR NICOTERA PEREIRA,X,CELSO JUNIOR NICOTERA PEREIRA,,N,,C/- Warren Livesey Unit 4 4 Silva Street Tamarama   2026,,,,,,,,,34293520326,N,,01/05/12 Owner Not Monitored  :,,,Exempt
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,695.0,31,COLLECTION CORPORATION,Z,Collection Corporation,Stephen J. Ecob,N,Legal,PO Box 540 NORTH HOBART  TASMANIA  7022,NORTH HOBART,TAS,,02 8212 5571,,03 6234 5478,,COLLECTION CORPORATION OF AUSTRALIA PTY. LTD.,58002551493,N,Company,01/05/12 NEW-RECORD :,,27/09/2010,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,27809.0,32,MDI SERVICE CENTRES PTY LTD,Y,MDI SERVICE CENTRES PTY LTD,Mirjana Marjanovic,N,Garage Door Repairs,"21 Burrows Road S, St. Peters NSW 2044",ALEXANDRIA,NSW,1435,96987533,,,servicedesk@mdi.com.au,MDI SERVICE CENTRES PTY LIMITED; MDI SERVICE CENTRES PTY LIMITED,89003381440,R,Company,"Installation, Service, Importer, Exporter, Manufacturers and Retailers of Parking Access Control Equipment, Manufacturer and Installation of external blinds",,11/07/2024,Yes
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,33,ENERGY AUSTRALIA,X,ENERGY AUSTRALIA,Nick Karayamis,N,Electricity,Locked Bag W100 SYDNEY  NSW  1291,SYDNEY MARKETS,NSW,2129,131502,,,,AUSGRID t/a TESTING AND CERTIFICATION AUSTRALIA,99086014968,R,unknown,29/11/13 Not monitored by Trades Monitor :,,15/08/2024,Exempt
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,34,KBS ELECTRIC,Z,KBS ELECTRIC,Phil Hunter,N,Intercoms,27 Darius Avenue North Narrabeen  NSW  2101,NARRABEEN,NSW,2101,94501024,413490758,94501049,,JACKATIE PTY LTD t/a KBS ELECTRIC,36097152148,R,Company,01/05/12 NEW-RECORD :,,7/04/2017,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,35,JEFFREY HINDE & ASSOCIATES,D,JEFFREY HINDE & ASSOCIATES,,N,Legal,PO Box 128 DOUBLE BAY  NSW  1360,,,,93635413,,93639669,,,42575929259,N,,04/05/12 ABN Cancelled,,,Deleted SM Data
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,15470.0,36,R MIFSUD CLEANING SERVICES,Z,R MIFSUD CLEANING SERVICES,Raymond Mifsud,N,Cleaner,13 Spencer St ROOTY HILL  NSW  2766,ROOTY HILL,NSW,2766,96253612,413330069,98645613,,RAYMOND MIFSUD t/a S R MIFSUD CLEANING,20977487859,R,Individual,01/05/12 NEW-RECORD :,,10/03/2005,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,15592.0,37,BANKSTOWN LOCKSMITHS,Z,BANKSTOWN LOCKSMITHS,Liz Bates,N,locksmith,242 Chapel Road South Bankstown,BANKSTOWN,NSW,2200,97901677,,97901589,,AUSTRALIAN SECURITY LOCKSMITHS PTY LIMITED t/a MIDAL SERVICES; BANKSTOWN CITY LOCKSMITHS (FLORIDA KEYS),89003643507,N,Company,01/05/12 NEW-RECORD :,,11/01/2011,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,38,PETER J MOUROUKAS,Z,PETER J MOUROUKAS,,N,TAX AGENT,102/33 BRONTE ROAD BONDI JUNCTION  NSW  2022,BONDI JUNCTION,NSW,2022,02 9386 5629,,02 9386 5870,,,96902499437,N,Individual,01/05/12 NEW-RECORD :,,1/09/2008,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,41208.0,39,ALL SECURITY TECHNOLOGY,Z,All Security Technology Pty Lt,David Commassetto,N,Security swipe card,PO Box 11 CASULA  NSW  2170,CASULA,NSW,2170,98269798,,96080494,,ALL SECURITY TECHNOLOGY PTY LTD,15091260918,N,Company,01/05/12 NEW-RECORD :,,29/04/2010,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,40,ANDREONES PTY LTD.,Z,ANDREONES PTY LTD.,Francesco Andreone,N,Legal,GPO BOX 3896 SYDNEY  NSW  2001,SYDNEY,NSW,2000,02 8267 6100,,02 8267 6101,,ANDREONES PTY LIMITED,73097037726,R,Company,01/05/12 NEW-RECORD :,,29/10/2008,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,41,BUILDTECH,Z,Buildtech Plumbing & Building,Richard Coulthard,N,Builders/Plumbers,PO BOX 4001 OATLEY WEST   NSW   2223,OATLEY,NSW,2223,9153 7644,0411 844 449,9153 7622,buildtech_plumbing@bigpond.com.au,BUILDTECH PLUMBING & BUILDING PTY LTD,45099458787,R,Company,01/05/12 NEW-RECORD :,,13/05/2013,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,42,TCQ (TIME COST QUALITY),Z,Brodyn Pty Ltd t/as Time Cost,,N,Builder,PO Box 454 Regents Park  NSW  2143,REGENTS PARK,NSW,2143,8707 4500,0425 247 004,9708 1120,build@tcqbuilders.com.au,,82001998830,N,,01/05/12 NEW-RECORD :,,4/05/2010,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,43,#NAME?,X,Clisdells NSW,,N,Valuations,Locked Bag 30 ROCKDALE  NSW  2216,,,,95565222,,95565224,valuations@clisdells.com.au,,19000133899,R,,04/05/12 Not monitored by Trades Monitor :,,22/08/2024,Exempt
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,6985.0,44,W A M LAWNMOWING,Z,W A M LAWNMOWING,Wayne Murphy,N,Gardening,26/2 Pacific St BRONTE  NSW  2024,BRONTE,NSW,2024,412216963,,93861090,,MURPHY; WAYNE L t/a WAM LAWNMOWING,26200902071,N,Individual,01/05/12 NEW-RECORD :,,,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,223.0,45,RACLO,Y,RACLO REMOTE CONTROL PTY LTD,David Hargreaves,N,GARAGE DOORS,14/56 BUFFALO ROAD GLADESVILLE    2111,GLADESVILLE,NSW,2111,98796088,,98163637,,The trustee for Hargreaves Family Trust t/a RACLO REMOTE CONTROL,44510085400,R,Trust,SWMS Held - see in scanned section General Insurance:,,22/08/2006,Yes
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,46,COMMERCIAL CLEANING SERVICES,Y,Commercial Cleaning Services,Bill Coles or Carmel Evans,N,CLEANING,"Shop 1, 13-19 Bryant Street ROCKDALE    2216",ROCKDALE,NSW,2216,95679200,418247041,95679222,,COMMERCIAL CLEANING & CARETAKINGt/a COMMERCIAL CLEANING SERVICES,31070840069,R,Company,"31/1/17 no longer trading under this ABN, new ABN 22 616 467 844",,16/01/2017,Yes
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,47,KLEENCO AUSTRALIA PTY LTD,Z,KLEENCO AUSTRALIA PTY LTD,Joedy  Valentine,N,,25 Moxon Road Punchbowl NSW 2196,PUNCHBOWL,NSW,2196,97073333,,97912222,,KLEENCO AUSTRALIA PTY LIMITED,82003131539,N,Company,,,,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,188726.0,48,AUSTRALIA MAINTENANCE EMERGENC,Z,AUSTRALIA MAINTENANCE EMERGENC,,N,Emergency After Hours,57 Cowper St GLEBE  NSW  2037,BOAMBEE EAST,NSW,2452,9552 1076,,9552 1079,,,,N,,01/05/12 NEW-RECORD :,,,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,1299.0,49,ALSS,Y,Australia's Leading Shower Sp,Elie Assaly,N,Shower Specialists,PO Box 305 OATLEY   2223,REVESBY,NSW,2212,1300 556 775,0419 499 616,9534 8660,,AUSTRALIA'S LEADING SHOWER SPECIALISTS PTY LIMITED,11097449397,N,Company,,,23/10/2013,Yes
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,109558.0,50,ACRO PLUMBING,N,ACRO PLUMBING,Stuart May,N,PLUMBING,Unit 18/133-149 Beachamp Rd Matraville  2036,MATRAVILLE,NSW,2036,,0411 219 660,9940 4884,,ACRO PLUMBING PTY LTD,47936349161,R,Company,21/11/2022 - Vanessa advised has ceased trading due to illness. 13/07/22 Expired PL :,,18/06/2020,No
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,3454.0,51,APEX PLUMBING,Y,APEX PLUMBING,Alex Leshinsky,N,PLUMBING,PO BOX 208 WAVERLEY  NSW  2024,WAVERLEY,NSW,2024,9388 3635,0418 286 091,,apexplumbingsydney@gmail.com,APEX PLUMBING TRUST,25872532839,R,Trust,ABN=TRUST : Trustee = Apex Plumbing Sydney Pty Ltd :,,9/09/2024,Yes
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,52,STRATA PLAN 62173,X,STRATA PLAN 62173,,N,,93-95 Birriga Rd Bellevue Hill,,,,,,,,,29145947942,N,,01/05/12 NEW-RECORD :,,,Exempt
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,53,MR CARPET,Z,MR CARPET,Greg Fandell,N,,PO Box 781 WILLOUGHBY 2068,WILLOUGHBY,NSW,2068,,,,,CARPET AUSTRALIA PTY LIMITED t/a MR CARPET,90002585284,N,Company,01/05/12 NEW-RECORD :,,,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,54,SYDNEY INSURANCE BROKERS,X,SYDNEY INSURANCE BROKERS,,N,,PO Box 484 Darlinghurst 1300,DARLINGHURST,,1300,1300 136 969,,02 9211 7790,,,21087337700,N,,24/02/20 Not monitored by Trades Monitor :,,,Exempt
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,319.0,55,WOODWARD ALLAN,N,ALAN WOODWARD,Alan Woodward,N,,2/244 Old South Head Road BELLEVUE HILL  NSW  2023,BELLEVUE HILL,NSW,2023,9365 7987,0402 758 339,,,WOODWARD; ALAN JOHN,36053710223,R,Individual,"Retired, no longer trading",,31/07/2016,No
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,56,ANNE GRANT,D,ANNE GRANT,,N,OwnerResidentSP483,5/12 Ethne Avenue RANDWICK NSW 2031,,,,,,,,,,N,,DELETED No Name/Address,,18/03/2010,Deleted SM Data
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,489.0,57,UNITCOM,Y,Unitcom Pty Ltd,Sean Williams,N,,3 Perry Crescent ENGADINE  NSW  2233,ENGADINE,NSW,2233,9520 7069,,9548 3955,admin@unitcom.com.au,UNITCOM PTY LTD,66002419936,R,Company,,,14/04/2023,Yes
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,4358.0,58,PAUL READ PTY LTD,Y,PAUL READ PTY LTD,Paul Read,N,PLUMBING,PO Box 197 KINGSGROVE  NSW  1480,KINGSGROVE,NSW,1480,91506616,412400559,,paul@paulread.com.au,PAUL READ PTY LTD,62081439938,R,Company,20/12/18 SWMS held. See in scan section general insurance.Hot Water,,21/09/2021,Yes
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,59,MIFSUD CLEANING SERVICES,Z,MIFSUD CLEANING SERVICES,Guy Mifsud,N,Cleaner,PO BOX 229 FIVE DOCK   NSW   2046,FIVE DOCK,NSW,2046,9747 4821,,,,C MIFSUD & G MIFSUD t/a MIFSUD CLEANING SERVICES,27003726243,R,Partnership,01/05/12 NEW-RECORD :,,3/04/2008,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,60,WOOLLAHRA MUNICIPAL COUNCIL,X,WOOLLAHRA MUNICIPAL COUNCIL,,N,COUNCIL,PO Box 61 DOUBLE BAY  NSW  1360,,,,93917000,,93917044,ar@woollahra.nsw.gov.au,,32218483245,R,,03/05/12 Not monitored by Trades Monitor :,,18/07/2024,Exempt
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,75366.0,61,AAA CUT ABOVE,N,AAA CUT ABOVE,Rodney Freed,N,Cleaning/Lawns,PO Box 2180 ROSE BAY NORTH  NSW  2030,ROSE BAY NORTH,NSW,2030,93713007,0422 223 311,93713009,info@aaacutabove.com.au,AAA Cut Above Maintenance Pty Ltd,15166015818,R,Company,07/05/20 PL requested. 13/09/19 Expired PL :,,19/07/2017,No
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,62,CHU UNDERWRITING AGENCIES,X,CHU UNDERWRITING AGENCIES,,N,Insurance Company,GPO Box 4571 SYDNEY    2001,,,,1300361263,,1300361269,info_nsw@chu.com.au,,18001580070,R,,03/05/12 Not monitored by Trades Monitor :,,18/06/2023,Exempt
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,63,PETER BEZZINA,Z,PETER BEZZINA,,N,,19/58 Kellett St KINGS CROSS  NSW  2011,,,,,,,,,72705885416,N,,04/05/12 May not be a Service Provider :,,,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,1096.0,64,SUPERIOR FIRE SERVICES P/L,Y,SUPERIOR FIRE SERVICES P/L,Cate Fogarty,N,Fire And Inspection,PO BOX 6246 FRENCHS FOREST DC   NSW   2086,FRENCHS FOREST,NSW,2086,9986 2233,,9986 2175,c.osborne@superiorfire.com.au,SUPERIOR FIRE SERVICES PTY. LIMITED,95066568492,N,Company,ceased trading Alarms Only:  Not Licenced for Plumbing Work.,,18/07/2011,Yes
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,7679.0,65,P & H DEVELOPMENTS PTY LTD,N,P & H DEVELOPMENTS PTY LTD,Peter Politis,N,Cleaner,14 Cotswold Road STRATHFIELD   NSW   2135,STRATHFIELD,NSW,2135,97450775,412332032,97450775,phholdings@optusnet.com.au,P & H DEVELOPMENTS PTY LTD,23058902211,R,Company,20/09/19 Expired PL :,,6/11/2022,No
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,329.0,66,BELLS LOCKSMITHS,Y,BELLS LOCKSMITHS,Linda Bell,N,Locksmiths,226 William St KINGS CROSS   NSW   2011,KINGS CROSS,NSW,1340,9357 23 33,,,service@bellslocksmiths.com.au,ALLAMBIE LOCKSMITHS PTY LTD t/a BELLS LOCKSMITHS,85001843232,R,Company,,,17/05/2024,Yes
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,67,MIDDLE HARBOUR SERVICES P/L,N,Middle Harbour Services Pty Lt,,N,Pool Maintenance,PO Box 643 WILLOUGHBY  NSW  2068,WILLOUGHBY,NSW,2068,,0413 614 504,5809 5312,,MIDDLE HARBOUR SERVICES P/L,,N,Company,,,,No
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,68,VALENTINE KATHY,D,Kathy Valentine,,N,Gardening,PO BOX 186 CROWS NEST   1585,,,,400464063,,9630 9818,,,28937680845,N,,02/05/12 Business Ceased,,24/04/2009,Deleted SM Data
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,94024.0,69,GLASS FENCE SUPPLIES,Z,GLASS FENCE SUPPLIES,Mark Lloyd,N,,PO Box 37a Fairfield Heights 2165,FAIRFEILD HEIGHTS,NSW,2165,02 9826 6084,,02 9826 6166,,GLASS FENCE SUPPLIES PTY LTD,71137670994,N,Company,01/05/12 NEW-RECORD :,,,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,70,EASTERN SUBURBS HOUSE & PROP,Z,Eastern Subs House & Property,Peter Hoggett,N,,50 Eurimbla Ave Randwick 2031,RANDWICK,NSW,2031,0412 228 800,,,,HOGGETT; PETER GEORGE t/a EASTERN SUBURBS INSTANT HOUSE & PROPERTY MAINTENANCE,55155242889,N,Individual,01/05/12 NEW-RECORD :,,2/03/2012,Not Monitored
115,MAXSOFT,PROGRESSIVE STRATA SERVICES,0.0,71,COMPLETE LANDSCAPE CARE,Z,COMPLETE LANDSCAPE CARE,Jason ODonohue,N,Gardening,159 EASTERN VALLEY WAY CASTLE CRAG   NSW  2068,CASTLECRAG,NSW,2068,99042199,,99040677,,COMPLETE LANDSCAPE CARE PTY. LIMITED,90095027366,R,Company,01/05/12 NEW-RECORD :,,28/04/2006,Not Monitored
